,,"10000","SOBRE LA RENTA",6370375.64,0.00,6370375.64,3029988.06
,,"11200","DE NATURALEZA RUSTICA",25949.71,0.00,25949.71,-13.16
,,"11300","DE NATURALEZA URBANA",59400000.00,0.00,59400000.00,86858.72
,,"11400","BIENES INMUEBLES DE CARACTERÍSTICA ESPECIALES",3278908.12,0.00,3278908.12,0.00
,,"11500","IMPUESTO SOBRE VEHICULOS TRACCION MECANICA",11800000.00,0.00,11800000.00,11183496.64
,,"11600","IMPUESTO INCREMENTO VALOR TERRENOS NATURALEZA URBANA",7000000.00,0.00,7000000.00,454658.74
,,"13000","IMPUESTO SOBRE ACTIVIDADES ECONÓMICAS",12300000.00,0.00,12300000.00,-538843.34
,,"18000","IMPUESTOS DIRECTOS EXTINGUIDOS",1.00,0.00,1.00,-246.36
,,"21000","SOBRE EL VALOR AÑADIDO",4242718.05,0.00,4242718.05,2038597.02
,,"22000","Impuesto sobre el alcohol y bebidas derivadas.",56843.99,0.00,56843.99,28834.38
,,"22001","Impuesto sobre la cerveza.",19744.73,0.00,19744.73,9382.50
,,"22003","Impuesto sobre las labores del tabaco.",545661.14,0.00,545661.14,223951.02
,,"22004","Impuesto sobre hidrocarburos.",777917.22,0.00,777917.22,404989.38
,,"22006","Impuesto sobre productos intermedios.",1950.08,0.00,1950.08,882.06
,,"29000","IP.SOBRE CONSTRUC., INSTALAC. Y OBRAS",2600000.00,0.00,2600000.00,-212431.49
,,"30100","SERV. ALCANTARILLADO Y DEPURACIÓN AGUAS",2900000.00,0.00,2900000.00,1037872.69
,,"30201","RECOGIDA DE BASURA EN VIVIENDAS",8700000.00,0.00,8700000.00,3152395.37
,,"30202","R.BASURAS ACTIV. EMPRESARIALES Y PROFESIONALES",2500000.00,0.00,2500000.00,29373.29
,,"30300","SERVICIO TRATAMIENTO RESIDUOS",1200000.00,0.00,1200000.00,40565.84
,,"30901","SERVICIOS FÚNEBRES Y DE CEMENTERIOS",850000.00,0.00,850000.00,6920.96
,,"30902","EXTINCIÓN DE INCEDIOS Y SALVAMENTOS",60000.00,0.00,60000.00,1834.97
,,"30903","ING.RECARGO MUNICIPAL S/CONSUMO DE AGUA",1.00,0.00,1.00,0.00
