,,10000,SOBRE LA RENTA,8301190,0,8301190,4150594.62,4131958.02
,,11200,DE NATURALEZA RUSTICA,45000,0,45000,62259.87,62259.87
,,11300,DE NATURALEZA URBANA,63000000,0,63000000,64750170.02,63874895.8
,,11400,BIENES INMUEBLES DE CARACTERÍSTICA ESPECIALES,3300000,0,3300000,3278671.77,3278671.77
,,11500,IMPUESTO SOBRE VEHICULOS TRACCION MECANICA,11500000,0,11500000,11223591.8,11207603.7
,,11600,IMPUESTO INCREMENTO VALOR TERRENOS NATURALEZA URBANA,6500000,0,6500000,1752600.87,1299364.66
,,13000,IMPUESTO SOBRE ACTIVIDADES ECONÓMICAS,12000000,0,12000000,1871818.66,1258092.87
,,18000,IMPUESTOS DIRECTOS EXTINGUIDOS,1,0,1,0,0
,,21000,SOBRE EL VALOR AÑADIDO,5213860,0,5213860,2590362.36,2531873.16
,,22000,Impuesto sobre el alcohol y bebidas derivadas.,68260,0,68260,33914.88,33745.74
,,22001,Impuesto sobre la cerveza.,26750,0,26750,13288.8,13288.8
,,22003,Impuesto sobre las labores del tabaco.,483440,0,483440,241720.38,241720.38
,,22004,Impuesto sobre hidrocarburos.,1027330,0,1027330,510398.76,510265.44
,,22006,Impuesto sobre productos intermedios.,2250,0,2250,1116.9,1116.9
,,29000,"IP.SOBRE CONSTRUC., INSTALAC. Y OBRAS",5450000,0,5450000,2435017.63,2387419.97
,,30100,SERV. ALCANTARILLADO Y DEPURACIÓN AGUAS,2700000,0,2700000,1273601.79,1273583.59
,,30201,RECOGIDA DE BASURA EN VIVIENDAS,8300000,0,8300000,4280765.67,4280524.06
,,30202,R.BASURAS ACTIV. EMPRESARIALES Y PROFESIONALES,2600000,0,2600000,121807.22,94893.83
,,30300,SERVICIO TRATAMIENTO RESIDUOS,1350000,0,1350000,87416.24,75290.47
,,30901,SERVICIOS FÚNEBRES Y DE CEMENTERIOS,800000,0,800000,117292.93,116398.01
,,30902,EXTINCIÓN DE INCEDIOS Y SALVAMENTOS,50000,0,50000,1347.52,1347.52
,,30903,ING.RECARGO MUNICIPAL S/CONSUMO DE AGUA,1,0,1,0,0
,,31102,TASA SERVICIOS SANIDAD PREVENTIVA,4500,0,4500,2455.98,2455.98
,,31104,SERVICIO DE AYUDA A DOMICILIO,590000,0,590000,293836.71,293836.71
,,31300,UTILIZACION INSTALAC.DEPORTIVAS MPLES.,140000,0,140000,146968.27,145843.36
,,31901,UTILIZACION INSTALACIONES CASA CIENCIAS,50000,0,50000,71577.24,71577.24
,,31902,UTILIZACION INSTALACIONES M.ARQUEOLOGICO,60000,0,60000,19610.99,19610.99
