#,,,,Alias,Eco.,Descripción,Previsiones Iniciales,Total Modificaciones,Previsiones totales,Derechos Reconocidos Netos
,,10000,SOBRE LA RENTA,6003650.07,0.0,6003650.07,1988792.28
,,11200,DE NATURALEZA RUSTICA,1397.47,0.0,1397.47,0.0
,,11300,DE NATURALEZA URBANA,59400000.0,0.0,59400000.0,-13888.71
,,11400,BIENES INMUEBLES DE CARACTERÍSTICA ESPECIALES,3269968.72,0.0,3269968.72,0.0
,,11500,IMPUESTO SOBRE VEHICULOS TRACCION MECANICA,11800000.0,0.0,11800000.0,11222398.3
,,11600,IMPUESTO INCREMENTO VALOR TERRENOS NATURALEZA URBANA,6500000.0,0.0,6500000.0,95283.63
,,13000,IMPUESTO SOBRE ACTIVIDADES ECONÓMICAS,12300000.0,0.0,12300000.0,-309193.67
,,18000,IMPUESTOS DIRECTOS EXTINGUIDOS,1.0,0.0,1.0,0.0
,,21000,SOBRE EL VALOR AÑADIDO,3843243.37,0.0,3843243.37,1242088.32
,,22000,Impuesto sobre el alcohol y bebidas derivadas.,55058.84,0.0,55058.84,18240.2
,,22001,Impuesto sobre la cerveza.,17491.33,0.0,17491.33,5830.44
,,22003,Impuesto sobre las labores del tabaco.,522139.56,0.0,522139.56,174046.52
,,22004,Impuesto sobre hidrocarburos.,808058.36,0.0,808058.36,269263.92
,,22006,Impuesto sobre productos intermedios.,1378.02,0.0,1378.02,459.36
,,29000,"IP.SOBRE CONSTRUC., INSTALAC. Y OBRAS",2600000.0,0.0,2600000.0,-303336.25
,,30100,SERV. ALCANTARILLADO Y DEPURACIÓN AGUAS,2945900.0,0.0,2945900.0,846520.28
,,30201,RECOGIDA DE BASURA EN VIVIENDAS,8009826.37,0.0,8009826.37,2577237.52
,,30202,R.BASURAS ACTIV. EMPRESARIALES Y PROFESIONALES,2500000.0,0.0,2500000.0,67396.93
,,30300,SERVICIO TRATAMIENTO RESIDUOS,1200000.0,0.0,1200000.0,32207.69
,,30901,SERVICIOS FÚNEBRES Y DE CEMENTERIOS,963000.0,0.0,963000.0,-33.24
,,30902,EXTINCIÓN DE INCEDIOS Y SALVAMENTOS,54000.0,0.0,54000.0,24372.33
,,30903,ING.RECARGO MUNICIPAL S/CONSUMO DE AGUA,1.0,0.0,1.0,0.0
,,31102,TASA SERVICIOS SANIDAD PREVENTIVA,5246.73,0.0,5246.73,-107.37
,,31104,SERVICIO DE AYUDA A DOMICILIO,500094.49,0.0,500094.49,92093.22
,,31300,UTILIZACION INSTALAC.DEPORTIVAS MPLES.,220000.0,0.0,220000.0,64944.3
